136,62,8,8,51
137,62,12,12,32
138,62,3,3,57
139,62,-1,17,10
140,62,13,13,33
141,62,10,10,48
142,62,11,11,47
143,62,4,4,56
144,62,-1,18,10
145,62,17,17,14
146,62,8,8,54
147,62,-1,18,10
148,62,13,13,27
149,62,8,8,53
150,62,12,12,43
151,62,15,15,18
152,62,15,15,21
153,62,9,9,50
154,62,9,9,52
155,62,13,13,37
156,62,4,4,56
157,62,4,4,56
158,62,10,10,52
159,62,14,14,26
160,62,-1,18,5
161,62,15,15,25
162,62,14,14,31
163,62,15,15,26
164,62,14,14,32
165,62,10,10,49
166,62,9,9,52
167,62,15,15,30
168,62,16,16,25
169,62,16,16,29
170,62,17,17,24
171,62,12,12,44
172,62,16,16,31
173,62,16,16,30
174,62,18,18,25
175,62,15,15,31
176,62,5,5,55
177,62,11,11,50
178,62,9,9,53
179,62,18,18,12
180,62,11,11,48
181,62,14,14,37
182,62,18,18,24
183,62,5,5,54
184,62,17,17,28
185,62,18,18,26
186,62,14,14,34
187,62,-1,19,23
188,62,-1,20,5
189,62,6,6,55
190,62,-1,21,9
191,62,13,13,43
192,62,7,7,53
193,62,15,15,33
194,62,13,13,43
195,62,10,10,51
196,62,-1,21,8
197,62,12,12,47
198,62,16,16,32
199,62,9,9,52
200,62,12,12,47
201,62,13,13,48
202,62,13,13,46
203,62,17,17,29
204,62,19,19,25
205,62,15,15,33
206,62,7,7,53
207,62,11,11,50
208,62,14,14,45
209,62,20,20,23
210,62,20,20,28
211,62,13,13,49
212,62,15,15,41
213,62,16,16,41
214,62,7,7,54
215,62,7,7,53
216,62,20,20,25
217,62,7,7,53
218,62,9,9,52
219,62,16,16,39
220,62,17,17,32
221,62,20,20,27
222,62,4,4,55
223,62,-1,22,7
224,62,16,16,42
225,62,15,15,42
226,62,17,17,41
227,62,20,20,26
228,62,21,21,22
229,62,15,15,46
230,62,22,22,15
231,62,17,17,41
232,62,4,4,54
233,62,16,16,42
234,62,22,22,21
235,62,4,4,54
236,62,17,17,36
237,62,16,16,42
238,62,13,13,49
239,62,-1,23,21
240,62,-1,23,13
241,62,21,21,24
242,62,18,18,38
243,62,23,23,21
244,62,17,17,41
245,62,13,13,48
246,62,7,7,53
247,62,7,7,52
248,62,23,23,24
249,62,21,21,26
250,62,15,15,46
251,62,12,12,49
252,62,18,18,40
253,62,23,23,20
254,62,18,18,40
255,62,15,15,45
256,62,16,16,44
257,62,18,18,38
258,62,-1,24,19
259,62,12,12,48
260,62,17,17,44
261,62,8,8,52
262,62,19,19,30
263,62,17,17,42
264,62,9,9,51
265,62,19,19,39
266,62,-1,25,17
267,62,8,8,51
268,62,22,22,25
269,62,10,10,50
270,62,19,19,31
271,62,-1,26,16
272,62,12,12,48
273,62,14,14,47
274,62,12,12,49
275,62,19,19,33
276,62,19,19,39
277,62,20,20,27
278,62,12,12,48
279,62,15,15,46
280,62,20,20,31
281,62,16,16,45
282,62,-1,27,17
283,62,13,13,47
284,62,21,21,30
285,62,9,9,48
286,62,12,12,47
287,62,13,13,46
288,62,22,22,29
289,62,18,18,40
290,62,-1,27,18
291,62,10,10,47
292,62,21,21,30
293,62,10,10,49
294,62,8,8,49
295,62,11,11,48
296,62,20,20,36
297,62,5,5,48
298,62,11,11,47
299,62,19,19,40
300,62,21,21,32
301,62,20,20,36
302,62,-1,27,18
303,62,18,18,42
304,62,23,23,22
305,62,12,12,46
306,62,20,20,38
307,62,19,19,41
308,62,-1,27,18
309,62,19,19,39
310,62,23,23,29
311,62,23,23,28
312,62,-1,27,17
313,62,24,24,27
314,62,17,17,45
315,62,-1,27,15
316,62,17,17,44
317,62,20,20,38
318,62,21,21,34
319,62,25,25,24
320,62,14,14,45
321,62,26,26,21
322,62,11,11,45
323,62,18,18,41
324,62,-1,28,14
325,62,-1,29,16
326,62,18,18,44
327,62,22,22,29
328,62,25,25,26
329,62,18,18,43
330,62,26,26,24
331,62,21,21,37
332,62,23,23,28
333,62,-1,29,8
334,62,21,21,38
335,62,19,19,42
336,62,27,27,25
337,62,25,25,26
338,62,12,12,45
339,62,27,27,23
340,62,20,20,40
341,62,9,9,46
342,62,5,5,48
343,62,28,28,22
344,62,18,18,43
345,62,22,22,36
346,62,18,18,42
347,62,29,29,20
348,62,-1,30,15
349,62,8,8,47
350,62,24,24,27
351,62,17,17,43
352,62,11,11,45
353,62,-1,31,7
354,62,27,27,25
355,62,27,27,24
356,62,18,18,42
357,62,24,24,30
358,62,29,29,21
359,62,17,17,42
360,62,8,8,46
361,62,14,14,42
362,62,20,20,41
363,62,30,30,19
364,62,19,19,41
365,62,19,19,41
366,62,21,21,39
367,62,21,21,40
368,62,30,30,20
369,62,22,22,37
370,62,31,31,14
371,62,-1,32,6
372,62,25,25,27
373,62,31,31,20
374,62,25,25,26
375,62,22,22,39
376,62,13,13,43
377,62,23,23,38
378,62,13,13,44
379,62,17,17,41
380,62,32,32,13
381,62,24,24,36
382,62,5,5,47
383,62,28,28,24
384,62,25,25,35
385,62,26,26,26
386,62,12,12,44
387,62,27,27,25
388,62,21,21,39
389,62,28,28,23
390,62,-1,33,8
391,62,14,14,41
392,62,24,24,37
393,62,13,13,43
394,62,13,13,44
395,62,33,33,15
396,62,26,26,35
397,62,14,14,42
398,62,33,33,14
399,62,18,18,40
400,62,14,14,41
401,62,9,9,45
402,62,23,23,38
403,62,21,21,39
404,62,6,6,46
405,62,5,5,46
406,62,23,23,38
407,62,25,25,37
408,62,25,25,36
409,62,8,8,45
410,62,-1,34,3
411,62,8,8,45
412,62,33,33,15
413,62,31,31,19
414,62,34,34,12
415,62,29,29,23
416,62,-1,35,5
417,62,29,29,24
418,62,34,34,13
419,62,29,29,22
420,62,17,17,40
421,62,15,15,42
422,62,13,13,42
423,62,12,12,44
424,62,19,19,37
425,62,19,19,39
426,62,11,11,44
427,62,26,26,35
428,62,13,13,43
429,62,17,17,40
430,62,9,9,44
431,62,29,29,23
432,62,26,26,35
433,62,9,9,43
434,62,19,19,38
435,62,28,28,24
436,62,27,27,31
437,62,19,19,38
438,62,18,18,38
439,62,34,34,12
440,62,13,13,42
441,62,21,21,35
442,62,-1,35,11
443,62,8,8,43
444,62,14,14,42
445,62,30,30,22
446,62,28,28,30
447,62,21,21,35
448,62,-1,36,4
449,62,14,14,42
450,62,-1,37,4
451,62,27,27,34
452,62,29,29,29
453,62,29,29,33
454,62,31,31,21
455,62,26,26,33
456,62,33,33,17
457,62,32,32,20
458,62,-1,37,1
459,62,15,15,41
460,62,18,18,39
461,62,34,34,14
462,62,29,29,32
463,62,15,15,41
464,62,8,8,42
465,62,37,37,6
466,62,34,34,18
467,62,33,33,19
468,62,30,30,23
469,62,37,37,7
470,62,30,30,31
471,62,11,11,41
472,62,-1,38,5
473,62,31,31,23
474,62,15,15,40
475,62,21,21,34
476,62,32,32,22
477,62,31,31,28
478,62,32,32,23
479,62,20,20,36
480,62,19,19,37
481,62,17,17,39
482,62,34,34,18
483,62,35,35,17
484,62,32,32,30
485,62,19,19,38
486,62,26,26,32
487,62,19,19,37
488,62,18,18,37
489,62,33,33,21
490,62,24,24,33
491,62,36,36,17
492,62,26,26,31
493,62,17,17,38
494,62,-1,38,3
495,62,9,9,40
496,62,17,17,37
497,62,9,9,39
498,62,34,34,21
499,62,15,15,38
500,62,28,28,30
501,62,20,20,36
502,62,33,33,22
503,62,32,32,26
504,62,15,15,37
505,62,9,9,38
506,62,37,37,11
507,62,37,37,12
508,62,18,18,36
509,62,12,12,37
510,62,33,33,22
511,62,22,22,33
512,62,33,33,27
513,62,10,10,39
514,62,20,20,35
515,62,25,25,32
516,62,33,33,26
517,62,18,18,35
518,62,19,19,35
519,62,21,21,34
520,62,34,34,26
521,62,34,34,22
522,63,34,34,29
523,63,7,7,42
524,63,35,35,19
525,63,34,34,28
526,63,35,35,21
527,63,36,36,18
528,63,19,19,35
529,63,22,22,33
530,63,23,23,32
531,63,38,38,6
532,63,37,37,16
533,63,37,37,17
534,63,27,27,31
535,63,10,10,38
536,63,19,19,33
537,63,28,28,30
538,63,24,24,31
539,63,38,38,14
540,63,20,20,34
541,63,27,27,30
542,63,19,19,34
543,63,36,36,19
544,63,34,34,28
545,63,10,10,38
546,63,23,23,31
547,63,22,22,31
548,63,33,33,29
549,63,28,28,29
550,63,38,38,17
551,63,33,33,28
552,63,10,10,38
553,63,37,37,20
554,63,25,25,30
555,63,37,37,19
556,63,8,8,41
557,63,34,34,27
558,63,20,20,33
559,63,25,25,30
560,63,24,24,30
561,63,12,12,37
562,63,16,16,36
563,63,11,11,37
564,63,38,38,16
565,63,16,16,35
566,63,-1,39,13
567,63,38,38,18
568,63,-1,40,15
569,63,26,26,29
570,63,-1,40,15
571,63,28,28,28
572,63,29,29,27
573,63,39,39,18
574,63,20,20,33
575,63,20,20,32
576,63,24,24,29
577,63,36,36,21
578,63,-1,40,11
579,63,26,26,27
580,63,10,10,39
581,63,40,40,14
582,63,35,35,26
583,63,22,22,31
584,63,36,36,26
585,63,23,23,30
586,63,11,11,37
587,63,23,23,29
588,63,-1,41,14
589,63,37,37,20
590,63,25,25,28
591,63,36,36,25
592,63,26,26,26
593,63,10,10,40
594,63,26,26,27
595,63,16,16,33
596,63,22,22,30
597,63,40,40,15
598,63,10,10,39
599,63,40,40,16
600,63,24,24,29
601,63,15,15,36
602,63,16,16,35
603,63,27,27,26
604,63,10,10,38
605,63,30,30,25
606,63,-1,41,2
607,63,37,37,24
608,63,-1,42,3
609,63,13,13,36
610,63,40,40,17
611,63,38,38,20
612,63,17,17,34
613,63,-1,42,5
614,63,40,40,16
615,63,41,41,16
616,63,41,41,13
617,63,39,39,18
618,63,-1,42,6
619,63,10,10,37
620,63,19,19,30
621,63,38,38,23
622,63,40,40,18
623,63,42,42,12
624,63,19,19,30
625,63,31,31,23
626,63,24,24,28
627,63,39,39,22
628,63,17,17,32
629,63,20,20,29
630,63,40,40,21
631,63,34,34,22
632,63,-1,43,1
633,63,18,18,34
634,63,19,19,29
635,63,19,19,32
636,63,25,25,28
637,63,19,19,31
638,63,19,19,30
639,63,9,9,37
640,63,38,38,21
641,63,19,19,33
642,63,13,13,36
643,63,41,41,20
644,63,17,17,33
645,63,43,43,11
646,63,28,28,25
647,63,42,42,19
648,63,37,37,21
649,63,33,33,21
650,63,13,13,36
651,63,19,19,32
652,63,20,20,29
653,63,43,43,17
654,63,41,41,20
655,63,9,9,37
656,63,-1,44,16
657,63,12,12,36
658,63,15,15,35
659,63,29,29,25
660,63,25,25,27
661,63,17,17,34
662,63,43,43,19
663,63,-1,45,1
664,63,-1,46,2
665,63,45,45,10
666,63,12,12,34
667,63,18,18,33
668,63,19,19,32
669,63,29,29,24
670,63,43,43,18
671,63,19,19,32
672,63,-1,46,9
673,63,31,31,22
674,63,33,33,21
675,63,23,23,27
676,63,41,41,18
677,63,45,45,15
678,63,45,45,16
679,63,46,46,14
680,63,15,15,32
681,63,37,37,20
682,63,-1,47,9
683,63,47,47,13
684,63,19,19,31
685,63,45,45,17
686,63,30,30,23
687,63,-1,48,12
688,63,-1,49,11
689,63,31,31,23
690,63,47,47,12
691,63,11,11,31
692,63,43,43,17
693,63,-1,50,9
694,63,29,29,25
695,63,-1,51,8
696,63,48,48,11
697,63,21,21,28
698,63,48,48,11
699,63,45,45,16
700,63,46,46,15
701,63,47,47,16
702,63,26,26,25
703,63,30,30,23
704,63,30,30,24
705,63,27,27,26
706,63,47,47,12
707,63,32,32,21
708,63,27,27,25
709,63,51,51,10
710,63,48,48,13
711,63,21,21,30
712,63,16,16,30
713,63,42,42,17
714,63,28,28,24
715,63,30,30,23
716,63,9,9,31
717,63,43,43,16
718,63,11,11,30
719,63,31,31,22
720,63,49,49,10
721,63,47,47,15
722,63,49,49,10
723,63,29,29,25
724,63,22,22,27
725,63,-1,52,4
726,63,48,48,14
727,63,52,52,9
728,63,37,37,19
729,63,33,33,20
730,63,44,44,15
731,63,37,37,18
732,63,21,21,29
733,63,43,43,16
734,63,30,30,23
735,63,29,29,24
736,63,-1,53,7
737,63,-1,53,8
738,63,-1,53,8
739,63,22,22,28
740,63,48,48,12
741,63,32,32,21
742,63,-1,53,7
743,63,53,53,8
744,63,43,43,17
745,63,36,36,19
746,63,22,22,28
747,63,-1,54,7
748,63,33,33,21
749,63,18,18,28
750,63,33,33,20
751,63,23,23,27
752,63,-1,54,6
753,63,11,11,28
754,63,29,29,24
755,63,30,30,22
756,63,32,32,21
757,63,34,34,19
758,63,47,47,14
759,63,49,49,11
760,63,-1,55,5
761,63,-1,56,6
762,63,49,49,13
763,63,49,49,12
764,63,31,31,21
765,63,32,32,20
766,63,50,50,13
767,63,35,35,19
768,63,46,46,14
769,63,50,50,13
770,63,50,50,12
771,63,30,30,23
772,63,36,36,18
773,63,45,45,15
774,63,45,45,15
775,63,44,44,15
776,63,38,38,17
777,63,50,50,11
778,63,33,33,20
779,63,23,23,25
780,63,30,30,23
781,63,24,24,26
782,63,51,51,10
783,63,24,24,24
784,63,19,19,26
785,63,36,36,17
786,63,-1,56,4
787,63,54,54,6
788,63,9,9,28
789,63,24,24,25
790,63,25,25,24
791,63,54,54,7
792,63,44,44,16
793,63,22,22,24
794,63,52,52,9
795,63,53,53,8
796,63,30,30,22
797,63,39,39,16
798,63,33,33,18
799,63,28,28,23
800,63,30,30,22
801,63,25,25,22
802,63,31,31,21
803,63,16,16,24
804,63,11,11,27
805,63,51,51,10
806,63,44,44,15
807,63,45,45,14
808,63,54,54,6
809,63,-1,57,5
810,63,46,46,13
811,63,47,47,12
812,63,-1,57,3
813,63,39,39,14
814,63,34,34,19
815,63,11,11,27
816,63,22,22,23
817,63,36,36,17
818,63,45,45,13
819,63,57,57,4
820,63,14,14,26
821,63,14,14,26
822,63,31,31,21
823,63,25,25,22
824,63,31,31,21
825,63,37,37,14
826,63,32,32,20
827,63,23,23,21
828,63,47,47,12
829,63,55,55,7
830,63,36,36,17
831,63,47,47,11
832,63,36,36,16
833,63,33,33,20
834,63,48,48,11
835,63,12,12,26
836,63,23,23,20
837,63,55,55,6
838,63,48,48,10
839,63,34,34,19
840,63,14,14,25
841,63,13,13,25
842,63,23,23,20
843,63,-1,58,1
844,63,37,37,16
845,63,16,16,24
846,63,20,20,22
847,63,37,37,15
848,63,56,56,7
849,63,34,34,18
850,63,35,35,17
851,63,49,49,10
852,63,49,49,11
853,63,37,37,16
854,63,16,16,24
855,63,56,56,7
856,63,13,13,25
857,63,34,34,16
858,63,46,46,13
859,63,48,48,12
860,63,31,31,17
861,63,14,14,24
862,63,14,14,24
863,63,55,55,8
864,63,34,34,16
865,63,45,45,12
866,63,56,56,6
867,63,16,16,23
868,63,38,38,15
869,63,48,48,11
870,63,27,27,18
871,63,25,25,19
872,63,20,20,22
873,63,25,25,19
874,63,11,11,24
875,63,56,56,5
876,63,55,55,7
877,63,19,19,22
878,63,36,36,15
879,63,11,11,24
880,63,55,55,6
881,63,15,15,22
882,63,58,58,3
883,63,27,27,18
884,63,21,21,21
885,63,27,27,17
886,63,51,51,9
887,63,15,15,23
888,63,12,12,23
889,63,15,15,22
890,63,31,31,16
891,63,24,24,19
892,63,23,23,20
893,63,44,44,12
894,63,52,52,8
895,63,24,24,19
896,63,38,38,14
897,63,26,26,18
898,63,34,34,15
899,63,15,15,22
900,63,52,52,8
901,63,36,36,14
902,63,49,49,9
903,63,39,39,13
904,63,15,15,21
905,63,58,58,4
906,63,46,46,11
907,63,54,54,7
908,63,40,40,12
909,63,16,16,20
910,63,32,32,15
911,63,20,20,19
912,63,20,20,18
913,63,-1,59,2
914,63,36,36,14
915,63,58,58,3
916,63,55,55,6
917,63,50,50,10
918,63,49,49,10
919,63,28,28,17
920,63,57,57,5
921,63,28,28,16
922,63,19,19,16
923,63,31,31,15
924,63,50,50,9
925,63,50,50,9
926,63,33,33,14
927,63,40,40,12
928,63,36,36,13
929,63,51,51,8
930,63,45,45,11
931,63,32,32,13
932,63,38,38,12
933,63,53,53,6
934,63,42,42,11
935,63,45,45,10
936,63,57,57,5
937,63,28,28,13
938,63,26,26,13
939,63,53,53,7
940,63,37,37,12
941,63,45,45,9
942,63,57,57,5
943,63,44,44,9
944,63,11,11,15
945,63,38,38,11
946,63,39,39,11
947,63,20,20,13
948,63,-1,59,1
949,63,59,59,3
950,63,14,14,14
951,63,52,52,7
952,63,42,42,10
953,63,18,18,13
954,63,28,28,12
955,63,28,28,11
956,63,25,25,11
957,63,28,28,10
958,63,18,18,11
959,63,20,20,10
960,63,53,53,6
961,63,44,44,9
962,63,32,32,9
963,63,46,46,8
964,63,43,43,8
965,63,59,59,4
966,63,47,47,7
967,63,53,53,5
968,63,29,29,9
969,63,24,24,9
970,63,31,31,8
971,63,54,54,6
972,63,13,13,9
973,63,54,54,5
974,63,21,21,8
975,63,40,40,7
976,63,59,59,3
977,63,51,51,6
978,63,54,54,5
979,63,54,54,4
980,63,55,55,4
981,63,31,31,5
982,63,21,21,5
983,63,46,46,4
984,63,57,57,3
985,63,14,14,5
986,63,12,12,5
987,63,32,32,3
988,63,14,14,4
989,63,-1,60,2
990,63,-1,60,1
991,63,55,55,2
992,63,39,39,2
993,63,57,57,1
994,63,56,56,1
995,63,24,24,3
996,63,30,30,2
997,63,29,29,2
998,63,46,46,1
999,63,33,33,1
